#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id 2	node2_external_id 2	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Eif4a1	Rps16	5034839	5031918	ENSMUSP00000127034	ENSMUSP00000103940	0	0	0	0	0.615	0.201	0	0.134	0.710
Atpif1	Ndufb8	5025790	5018490	ENSMUSP00000064282	ENSMUSP00000026222	0	0	0	0	0.686	0	0	0.114	0.710
Atp5o	Rps11	5017883	5015656	ENSMUSP00000023677	ENSMUSP00000003521	0.166	0	0	0	0.504	0	0	0.354	0.709
Nolc1	Eif4a1	5035051	5034839	ENSMUSP00000128331	ENSMUSP00000127034	0	0	0	0	0.188	0.190	0	0.590	0.707
Bptf	Zfc3h1	5031630	5022634	ENSMUSP00000102374	ENSMUSP00000044069	0	0	0	0	0.707	0	0	0	0.707
Naca	Rpl36	5029170	5027972	ENSMUSP00000089680	ENSMUSP00000079340	0	0	0	0	0.690	0	0	0.089	0.706
Chd3	Bptf	5031994	5031630	ENSMUSP00000104301	ENSMUSP00000102374	0	0	0	0.539	0.213	0.543	0	0.493	0.706
Ash1l	Kmt2e	5037095	5029548	ENSMUSP00000140251	ENSMUSP00000092569	0	0	0	0.540	0.609	0.071	0	0.509	0.706
Lyz1	C1qc	5029183	5021383	ENSMUSP00000089800	ENSMUSP00000036747	0	0	0	0	0.605	0	0	0.284	0.705
Atpif1	Atp5k	5025790	5023828	ENSMUSP00000064282	ENSMUSP00000051222	0	0	0	0	0.546	0	0.360	0.065	0.704
Ssrp1	Chd7	5027581	5025063	ENSMUSP00000076971	ENSMUSP00000059079	0	0	0	0	0.116	0.544	0	0.326	0.704
Rpl35	Eif5a	5028024	5023125	ENSMUSP00000079672	ENSMUSP00000047008	0	0	0	0	0.438	0.419	0	0.165	0.704
Inpp5d	Tyrobp	5034992	5020344	ENSMUSP00000127941	ENSMUSP00000032800	0	0	0	0	0.417	0	0	0.510	0.703
Ssb	Snrnp70	5029039	5027114	ENSMUSP00000088365	ENSMUSP00000074160	0	0	0	0	0.263	0.167	0	0.556	0.703
Ndufa7	Atp5o	5021910	5017883	ENSMUSP00000039692	ENSMUSP00000023677	0	0	0	0	0.548	0	0	0.367	0.702
Hsp90ab1	Myh9	5018045	5016470	ENSMUSP00000024739	ENSMUSP00000016771	0	0	0	0	0.060	0.358	0.360	0.318	0.701
Srek1	Prpf38b	5027118	5019374	ENSMUSP00000074196	ENSMUSP00000029480	0	0	0	0	0.699	0	0	0	0.699
Ash1l	Chd3	5037095	5031994	ENSMUSP00000140251	ENSMUSP00000104301	0	0	0	0	0.096	0.162	0	0.633	0.697
Safb2	Ik	5027255	5016008	ENSMUSP00000074953	ENSMUSP00000007042	0	0	0	0	0.061	0.691	0	0	0.697
Supt16	Smc3	5022348	5018409	ENSMUSP00000042283	ENSMUSP00000025930	0	0	0	0	0.359	0	0	0.546	0.696
Lmna	Cybb	5019455	5016368	ENSMUSP00000029699	ENSMUSP00000015484	0	0	0	0	0	0	0	0.695	0.695
Brd4	Smarca4	5033502	5020945	ENSMUSP00000113070	ENSMUSP00000034707	0	0	0	0	0.215	0.197	0	0.554	0.694
Atpif1	Atp5o	5025790	5017883	ENSMUSP00000064282	ENSMUSP00000023677	0	0	0	0	0.300	0	0.360	0.370	0.693
C5ar1	C1qb	5035368	5022002	ENSMUSP00000129972	ENSMUSP00000040246	0	0	0	0	0.509	0	0	0.400	0.693
Srsf11	Ik	5033621	5016008	ENSMUSP00000113685	ENSMUSP00000007042	0	0	0	0	0.131	0.662	0	0	0.693
Chd2	Supt6	5034711	5015506	ENSMUSP00000126352	ENSMUSP00000002121	0	0	0	0	0.333	0.154	0	0.498	0.692
Cd68	Vcam1	5031990	5019409	ENSMUSP00000104294	ENSMUSP00000029574	0	0	0	0	0.062	0	0	0.685	0.692
Metap2	Ssb	5036796	5029039	ENSMUSP00000138006	ENSMUSP00000088365	0	0	0	0	0.692	0	0	0	0.692
Tuba1b	Rab7b	5027550	5025935	ENSMUSP00000076777	ENSMUSP00000065456	0	0	0	0	0.062	0	0.600	0.243	0.691
Rpl18	Gtpbp4	5031793	5017245	ENSMUSP00000103365	ENSMUSP00000021574	0	0	0	0	0.118	0.544	0	0.292	0.690
Ndufb7	Smdt1	5021491	5017712	ENSMUSP00000037341	ENSMUSP00000023086	0	0	0	0	0.687	0	0	0	0.687
Rbm39	Clk1	5032161	5021002	ENSMUSP00000105216	ENSMUSP00000034868	0	0	0	0	0.602	0.060	0	0.228	0.686
Rps19	Eif5a	5031943	5023125	ENSMUSP00000104067	ENSMUSP00000047008	0	0	0	0	0.520	0.355	0	0.065	0.685
Cd68	C1qc	5031990	5021383	ENSMUSP00000104294	ENSMUSP00000036747	0	0	0	0	0.585	0	0	0.270	0.684
Vcam1	Ccl7	5019409	5017073	ENSMUSP00000029574	ENSMUSP00000021011	0	0	0	0	0.204	0	0	0.619	0.683
Eif4a1	Rpl3	5034839	5028126	ENSMUSP00000127034	ENSMUSP00000080354	0	0	0	0	0.554	0.173	0	0.209	0.682
Calm1	Iqgap2	5032253	5026197	ENSMUSP00000105709	ENSMUSP00000067685	0	0	0	0	0	0.355	0	0.527	0.681
Junb	Socs3	5025849	5025071	ENSMUSP00000064680	ENSMUSP00000059129	0	0	0	0	0.572	0	0	0.284	0.680
Gsn	Pfn1	5019025	5016582	ENSMUSP00000028239	ENSMUSP00000018437	0	0	0	0	0.062	0.105	0	0.648	0.679
Rpl37a	Timm13	5025033	5016914	ENSMUSP00000058919	ENSMUSP00000020440	0	0	0	0	0.678	0	0	0	0.678
Jak1	Hsp90ab1	5031105	5018045	ENSMUSP00000099842	ENSMUSP00000024739	0	0	0	0	0	0.232	0	0.595	0.677
Macf1	Clip1	5034076	5032498	ENSMUSP00000119600	ENSMUSP00000107192	0	0	0	0	0.075	0.126	0	0.631	0.676
Cd68	Lyz2	5031990	5029184	ENSMUSP00000104294	ENSMUSP00000089801	0	0	0	0	0.406	0	0	0.478	0.676
Srsf11	Zfc3h1	5033621	5022634	ENSMUSP00000113685	ENSMUSP00000044069	0	0	0	0	0.676	0	0	0	0.676
Nolc1	Hspa9	5035051	5018181	ENSMUSP00000128331	ENSMUSP00000025217	0	0	0	0	0.149	0.050	0	0.629	0.674
Rpl3	Eif5a	5028126	5023125	ENSMUSP00000080354	ENSMUSP00000047008	0	0	0	0	0.341	0.446	0	0.180	0.674
Ankrd11	Rsf1	5030114	5021504	ENSMUSP00000095938	ENSMUSP00000037409	0	0	0	0	0.673	0	0	0	0.673
Smarca4	Trip12	5020945	5018802	ENSMUSP00000034707	ENSMUSP00000027421	0	0	0	0	0.635	0.078	0	0.106	0.672
Rplp0	Eif5b	5028544	5018750	ENSMUSP00000083705	ENSMUSP00000027252	0.062	0	0	0	0.120	0.610	0	0.103	0.672
Timm13	Rps5	5016914	5015759	ENSMUSP00000020440	ENSMUSP00000004554	0	0	0	0	0.593	0	0	0.227	0.672
Trip12	Smarca2	5018802	5018387	ENSMUSP00000027421	ENSMUSP00000025862	0	0	0	0	0.635	0.078	0	0.106	0.672
Atpif1	Uqcr10	5025790	5024399	ENSMUSP00000064282	ENSMUSP00000054856	0	0	0	0	0.671	0	0	0	0.671
Lrrfip1	Dhx9	5029948	5021623	ENSMUSP00000095254	ENSMUSP00000038135	0	0	0	0	0	0.098	0	0.650	0.671
Ik	Zmat2	5016008	5015406	ENSMUSP00000007042	ENSMUSP00000001419	0	0	0	0	0.062	0.664	0	0	0.671
Pfdn5	Hint1	5035196	5016935	ENSMUSP00000129178	ENSMUSP00000020504	0	0	0	0	0.669	0	0	0	0.669
Naca	Rps11	5029170	5015656	ENSMUSP00000089680	ENSMUSP00000003521	0	0	0	0	0.661	0	0	0.059	0.668
Lyz1	C1qb	5029183	5022002	ENSMUSP00000089800	ENSMUSP00000040246	0	0	0	0	0.546	0	0	0.299	0.668
Rabep1	Ubb	5027369	5016738	ENSMUSP00000075619	ENSMUSP00000019649	0	0	0	0	0	0.668	0	0	0.668
Mpeg1	Lyz2	5032753	5029184	ENSMUSP00000108573	ENSMUSP00000089801	0	0	0	0	0.617	0	0	0.166	0.667
Cox6a1	Smdt1	5023246	5017712	ENSMUSP00000047661	ENSMUSP00000023086	0	0	0	0	0.666	0	0	0	0.666
Dync1h1	Tubb6	5016639	5015418	ENSMUSP00000018851	ENSMUSP00000001513	0	0	0	0	0	0.157	0.600	0.091	0.666
Rpl36	Eif5b	5027972	5018750	ENSMUSP00000079340	ENSMUSP00000027252	0	0	0	0	0.092	0.645	0	0.047	0.665
Naca	Calr	5029170	5015702	ENSMUSP00000089680	ENSMUSP00000003912	0	0	0	0	0.062	0.658	0	0	0.665
Eif5b	Cebpz	5018750	5018092	ENSMUSP00000027252	ENSMUSP00000024885	0	0	0	0	0.286	0.544	0	0.051	0.664
Fcer1g	C1qb	5027898	5022002	ENSMUSP00000078875	ENSMUSP00000040246	0	0	0	0	0.508	0	0	0.340	0.662
Eif4a1	Rplp0	5034839	5028544	ENSMUSP00000127034	ENSMUSP00000083705	0	0	0	0	0.392	0.200	0	0.359	0.661
Cd74	C1qb	5029925	5022002	ENSMUSP00000095171	ENSMUSP00000040246	0	0	0	0	0.463	0	0	0.392	0.660
Rpl29	Eif5a	5028103	5023125	ENSMUSP00000080203	ENSMUSP00000047008	0	0	0	0	0.498	0.294	0	0.114	0.659
Chd7	Smarca4	5025063	5020945	ENSMUSP00000059079	ENSMUSP00000034707	0	0	0	0.635	0.265	0.431	0	0.614	0.659
Prdx5	Atp5o	5018398	5017883	ENSMUSP00000025904	ENSMUSP00000023677	0	0	0	0	0.530	0	0	0.303	0.659
Psme2b	Psmb1	5031265	5016329	ENSMUSP00000100564	ENSMUSP00000014913	0	0	0	0	0.062	0.622	0	0.117	0.659
Rpl37a	Slc25a5	5025033	5016454	ENSMUSP00000058919	ENSMUSP00000016463	0	0	0	0	0.177	0.602	0	0	0.658
Eef1g	Eif1	5029779	5022214	ENSMUSP00000093955	ENSMUSP00000041538	0	0	0	0	0.096	0	0	0.637	0.658
Ssrp1	Dek	5027581	5017315	ENSMUSP00000076971	ENSMUSP00000021807	0	0	0	0	0.147	0.527	0	0.219	0.657
Ndufa13	Atpif1	5032274	5025790	ENSMUSP00000105796	ENSMUSP00000064282	0	0	0	0	0.654	0	0	0.049	0.657
Eif4a1	Ncl	5034839	5018808	ENSMUSP00000127034	ENSMUSP00000027438	0	0	0	0	0.342	0.199	0	0.402	0.657
Eef1g	Hsp90ab1	5029779	5018045	ENSMUSP00000093955	ENSMUSP00000024739	0	0	0	0	0.330	0.354	0	0.269	0.656
Chd7	Supt16	5025063	5022348	ENSMUSP00000059079	ENSMUSP00000042283	0	0	0	0	0.122	0.448	0	0.347	0.656
Rsrc2	Clk1	5036872	5021002	ENSMUSP00000138691	ENSMUSP00000034868	0	0	0	0	0.656	0	0	0	0.656
Nipbl	Trip12	5025105	5018802	ENSMUSP00000059385	ENSMUSP00000027421	0	0	0	0	0.256	0	0	0.557	0.656
C1qb	Clec4n	5022002	5017993	ENSMUSP00000040246	ENSMUSP00000024118	0	0	0	0	0.605	0	0	0.161	0.655
Hspa1b	Cd63	5035960	5031352	ENSMUSP00000133815	ENSMUSP00000100862	0	0	0	0	0	0	0	0.655	0.655
Nfe2l2	Gpx1	5031055	5028250	ENSMUSP00000099733	ENSMUSP00000081010	0	0	0	0	0.079	0	0	0.640	0.655
Metap2	Tmed10	5036796	5021538	ENSMUSP00000138006	ENSMUSP00000037583	0	0	0	0	0.062	0	0	0.647	0.654
Rbm25	Sf3b2	5023404	5018354	ENSMUSP00000048470	ENSMUSP00000025774	0	0	0	0	0.251	0	0	0.557	0.654
Ahnak	Golgb1	5029259	5022830	ENSMUSP00000090633	ENSMUSP00000045239	0	0	0	0	0	0	0	0.653	0.653
Bptf	Brd7	5031630	5020734	ENSMUSP00000102374	ENSMUSP00000034085	0	0	0	0.547	0.247	0.400	0	0.596	0.652
Naca	Rplp0	5029170	5028544	ENSMUSP00000089680	ENSMUSP00000083705	0.043	0	0	0	0.581	0.098	0	0.145	0.650
Tyrobp	Cyba	5020344	5016519	ENSMUSP00000032800	ENSMUSP00000017604	0	0	0	0	0.605	0	0	0.145	0.648
Usp8	Ubb	5032322	5016738	ENSMUSP00000106046	ENSMUSP00000019649	0	0	0	0	0.060	0.540	0	0.252	0.648
Sub1	Timm13	5017627	5016914	ENSMUSP00000022816	ENSMUSP00000020440	0	0	0	0	0.061	0	0	0.641	0.648
Ndufa13	Cox6a1	5032274	5023246	ENSMUSP00000105796	ENSMUSP00000047661	0	0	0	0	0.528	0	0	0.282	0.647
Rps19	Paf1	5031943	5015658	ENSMUSP00000104067	ENSMUSP00000003529	0	0	0	0	0	0	0	0.647	0.647
Atp6v0e	Crebrf	5034926	5025068	ENSMUSP00000127552	ENSMUSP00000059102	0	0	0	0	0	0	0	0.646	0.646
Pf4	Ccl7	5019947	5017073	ENSMUSP00000031320	ENSMUSP00000021011	0	0	0	0	0.102	0.164	0	0.566	0.646
Prrc2c	Zc3h13	5036852	5017546	ENSMUSP00000138433	ENSMUSP00000022577	0	0	0	0	0.645	0	0	0	0.645
Hectd1	Supt6	5036330	5015506	ENSMUSP00000136449	ENSMUSP00000002121	0	0	0	0	0.633	0.072	0	0.042	0.645
Ash1l	Atrx	5037095	5032871	ENSMUSP00000140251	ENSMUSP00000109203	0	0	0	0	0.270	0.162	0	0.466	0.644
Ndufc1	Smdt1	5021679	5017712	ENSMUSP00000038463	ENSMUSP00000023086	0	0	0	0	0.643	0	0	0	0.643
Cxcl2	Vcam1	5027242	5019409	ENSMUSP00000074885	ENSMUSP00000029574	0	0	0	0	0.079	0	0	0.627	0.642
Tyrobp	Slc15a3	5020344	5018311	ENSMUSP00000032800	ENSMUSP00000025646	0	0	0	0	0.638	0	0	0.052	0.642
Gpx1	Prdx5	5028250	5018398	ENSMUSP00000081010	ENSMUSP00000025904	0	0	0	0	0.205	0.153	0	0.509	0.641
Eif4b	Dhx9	5034963	5021623	ENSMUSP00000127774	ENSMUSP00000038135	0	0	0	0	0.061	0.197	0	0.563	0.641
Minos1	Usmg5	5033946	5029742	ENSMUSP00000117583	ENSMUSP00000093713	0	0	0	0	0.271	0	0	0.527	0.640
Atp5o	Ndufa1	5017883	5016461	ENSMUSP00000023677	ENSMUSP00000016571	0	0	0	0	0.445	0	0	0.378	0.640
Atox1	Crip1	5032024	5015942	ENSMUSP00000104485	ENSMUSP00000006523	0	0	0	0	0.085	0.612	0	0.066	0.639
Cox8a	Ndufc1	5022079	5021679	ENSMUSP00000040717	ENSMUSP00000038463	0	0	0	0	0.248	0	0	0.540	0.639
Rpl18a	Eif5a	5024944	5023125	ENSMUSP00000058368	ENSMUSP00000047008	0	0	0	0	0.492	0.317	0	0	0.638
Ythdc1	Clk1	5021813	5021002	ENSMUSP00000039133	ENSMUSP00000034868	0	0	0	0	0.487	0.315	0	0.052	0.638
Sart1	Prpf38b	5023196	5019374	ENSMUSP00000047397	ENSMUSP00000029480	0	0	0	0	0.246	0	0.540	0	0.638
Nktr	Clk1	5021083	5021002	ENSMUSP00000035112	ENSMUSP00000034868	0	0	0	0	0.123	0.200	0	0.526	0.638
Tln1	Myh9	5019606	5016470	ENSMUSP00000030187	ENSMUSP00000016771	0	0	0	0	0.270	0.134	0	0.473	0.638
Uqcr10	Atp6v1f	5024399	5015748	ENSMUSP00000054856	ENSMUSP00000004396	0	0	0	0	0.426	0	0	0.396	0.638
Chd4	Supt16	5025210	5022348	ENSMUSP00000060054	ENSMUSP00000042283	0	0	0	0	0.183	0.262	0	0.447	0.638
Phf3	Bptf	5036985	5031630	ENSMUSP00000139610	ENSMUSP00000102374	0	0	0	0.538	0.630	0	0	0.084	0.637
Rbm5	Pnisr	5036845	5019524	ENSMUSP00000138379	ENSMUSP00000029911	0	0	0	0	0.597	0	0	0.135	0.637
Iqgap1	Calm1	5035041	5032253	ENSMUSP00000128278	ENSMUSP00000105709	0	0	0	0	0	0.355	0	0.459	0.636
Ms4a7	Tyrobp	5025824	5020344	ENSMUSP00000064534	ENSMUSP00000032800	0	0	0	0	0.549	0	0	0.226	0.636
Lrrfip1	Mb21d1	5029948	5025680	ENSMUSP00000095254	ENSMUSP00000063331	0	0	0	0	0.060	0	0	0.629	0.636
Safb2	Acin1	5027255	5017621	ENSMUSP00000074953	ENSMUSP00000022793	0	0	0	0	0.293	0.161	0	0.436	0.636
Supt16	Dek	5022348	5017315	ENSMUSP00000042283	ENSMUSP00000021807	0	0	0	0	0.107	0.527	0	0.205	0.635
Uba52	Eif5b	5034113	5018750	ENSMUSP00000120096	ENSMUSP00000027252	0	0	0	0	0.043	0.635	0	0	0.635
Rpl37a	Gtpbp4	5025033	5017245	ENSMUSP00000058919	ENSMUSP00000021574	0	0	0	0	0.090	0.616	0	0	0.635
Ash1l	Chd4	5037095	5025210	ENSMUSP00000140251	ENSMUSP00000060054	0	0	0	0	0.171	0.162	0	0.516	0.635
Usmg5	Atpif1	5029742	5025790	ENSMUSP00000093713	ENSMUSP00000064282	0	0	0	0	0.277	0	0.360	0.273	0.634
Pfdn5	Eif1	5035196	5022214	ENSMUSP00000129178	ENSMUSP00000041538	0	0	0	0	0.634	0	0	0	0.634
Fcer1g	Ly86	5027898	5017331	ENSMUSP00000078875	ENSMUSP00000021860	0	0	0	0	0.473	0	0	0.332	0.633
Oxct1	Plaur	5032371	5015517	ENSMUSP00000106318	ENSMUSP00000002284	0	0	0	0	0	0.632	0	0	0.632
Clip1	Slc25a5	5032498	5016454	ENSMUSP00000107192	ENSMUSP00000016463	0	0	0	0	0	0	0	0.632	0.632
Matr3	Dhx9	5034608	5021623	ENSMUSP00000125761	ENSMUSP00000038135	0	0	0	0	0.400	0.056	0	0.400	0.631
Sart1	Luc7l3	5023196	5017139	ENSMUSP00000047397	ENSMUSP00000021226	0	0	0	0	0.095	0.464	0	0.298	0.629
Brd4	Chd4	5033502	5025210	ENSMUSP00000113070	ENSMUSP00000060054	0	0	0	0	0.251	0.197	0	0.433	0.629
Eif5a	Eif1	5023125	5022214	ENSMUSP00000047008	ENSMUSP00000041538	0.116	0	0	0	0.302	0.202	0	0.335	0.629
Mpeg1	Cybb	5032753	5016368	ENSMUSP00000108573	ENSMUSP00000015484	0	0	0	0	0.613	0	0	0.079	0.629
Rab7b	Tubb6	5025935	5015418	ENSMUSP00000065456	ENSMUSP00000001513	0	0	0	0	0.087	0	0.600	0.064	0.628
Gpx1	Sepw1	5028250	5021774	ENSMUSP00000081010	ENSMUSP00000038943	0	0	0	0	0	0	0	0.628	0.628
Cox8a	Ndufa7	5022079	5021910	ENSMUSP00000040717	ENSMUSP00000039692	0	0	0	0	0.414	0	0	0.390	0.627
Hspa1b	Cd81	5035960	5022580	ENSMUSP00000133815	ENSMUSP00000043768	0	0	0	0	0	0	0	0.626	0.626
U2surp	Naa15	5027844	5019314	ENSMUSP00000078602	ENSMUSP00000029303	0	0	0	0	0.454	0	0	0.340	0.624
Ahnak	Cox8a	5029259	5022079	ENSMUSP00000090633	ENSMUSP00000040717	0	0	0	0	0	0	0	0.623	0.623
Lyz2	Ly86	5029184	5017331	ENSMUSP00000089801	ENSMUSP00000021860	0	0	0	0	0.554	0	0	0.188	0.623
Usmg5	Cox5a	5029742	5015244	ENSMUSP00000093713	ENSMUSP00000000090	0	0	0	0	0.543	0	0	0.209	0.623
Cd74	C1qc	5029925	5021383	ENSMUSP00000095171	ENSMUSP00000036747	0	0	0	0	0.410	0	0	0.387	0.623
Uqcrq	Atp6v1f	5024138	5015748	ENSMUSP00000053145	ENSMUSP00000004396	0	0	0	0	0.259	0	0	0.511	0.622
U2surp	Smc3	5027844	5018409	ENSMUSP00000078602	ENSMUSP00000025930	0	0	0	0	0.560	0	0	0.176	0.622
Ndufa7	Rrbp1	5021910	5016423	ENSMUSP00000039692	ENSMUSP00000016072	0	0	0	0	0	0.621	0	0	0.621
Myl6	Myo5a	5035131	5033841	ENSMUSP00000128803	ENSMUSP00000116028	0	0	0	0	0	0.199	0.540	0.051	0.619
Ash1l	Chd7	5037095	5025063	ENSMUSP00000140251	ENSMUSP00000059079	0	0	0	0	0.130	0.162	0	0.513	0.614
Cd74	Ly86	5029925	5017331	ENSMUSP00000095171	ENSMUSP00000021860	0	0	0	0	0.497	0	0	0.263	0.614
Lmna	Cyba	5019455	5016519	ENSMUSP00000029699	ENSMUSP00000017604	0	0	0	0	0	0	0	0.613	0.613
Atp5k	Ndufa4	5023828	5020052	ENSMUSP00000051222	ENSMUSP00000031637	0	0	0	0	0.316	0	0	0.457	0.613
Safb2	Srek1	5027255	5027118	ENSMUSP00000074953	ENSMUSP00000074196	0	0	0	0	0.269	0.056	0	0.481	0.610
Baz1a	Smarca4	5021918	5020945	ENSMUSP00000039757	ENSMUSP00000034707	0	0	0	0	0.131	0.197	0	0.484	0.608
Brd4	Ccnl1	5033502	5019346	ENSMUSP00000113070	ENSMUSP00000029416	0	0	0	0	0.128	0.103	0.540	0	0.608
Nipbl	Zfc3h1	5025105	5022634	ENSMUSP00000059385	ENSMUSP00000044069	0	0	0	0	0.603	0	0	0.051	0.607
Mpeg1	Lyz1	5032753	5029183	ENSMUSP00000108573	ENSMUSP00000089800	0	0	0	0	0.549	0	0	0.166	0.607
Eif4g3	Gtpbp4	5028275	5017245	ENSMUSP00000081233	ENSMUSP00000021574	0	0	0	0	0.604	0	0	0.050	0.607
Tceb2	Ndufc1	5026018	5021679	ENSMUSP00000066210	ENSMUSP00000038463	0	0	0	0	0.606	0	0	0	0.606
Ezr	Cd81	5025724	5022580	ENSMUSP00000063734	ENSMUSP00000043768	0	0	0	0	0	0.072	0	0.592	0.606
Cd68	Slc15a3	5031990	5018311	ENSMUSP00000104294	ENSMUSP00000025646	0	0	0	0	0.606	0	0	0.042	0.606
Tceb2	Atp6v1f	5026018	5015748	ENSMUSP00000066210	ENSMUSP00000004396	0	0	0	0	0.606	0	0	0	0.606
Aamp	Gtpbp4	5036395	5017245	ENSMUSP00000136644	ENSMUSP00000021574	0	0	0	0	0.514	0.122	0	0.151	0.606
Zfc3h1	Supt6	5022634	5015506	ENSMUSP00000044069	ENSMUSP00000002121	0	0	0	0	0.204	0.152	0	0.462	0.605
Nolc1	Ncl	5035051	5018808	ENSMUSP00000128331	ENSMUSP00000027438	0	0	0	0	0.283	0	0	0.469	0.603
Ndufa7	Atp6v1f	5021910	5015748	ENSMUSP00000039692	ENSMUSP00000004396	0	0	0	0	0.603	0	0	0	0.603
Cxcl2	Cd14	5027242	5024683	ENSMUSP00000074885	ENSMUSP00000056669	0	0	0	0	0.408	0	0	0.355	0.602
Ash1l	Rsf1	5037095	5021504	ENSMUSP00000140251	ENSMUSP00000037409	0	0	0	0	0.495	0	0	0.244	0.602
Hspa1b	Cd9	5035960	5020283	ENSMUSP00000133815	ENSMUSP00000032492	0	0	0	0	0	0	0	0.601	0.601
Ndufb8	Slc25a5	5018490	5016454	ENSMUSP00000026222	ENSMUSP00000016463	0	0	0	0	0.208	0.199	0	0.421	0.601
Lyz2	Cybb	5029184	5016368	ENSMUSP00000089801	ENSMUSP00000015484	0	0	0	0	0.436	0	0	0.321	0.601
Ssrp1	Chd4	5027581	5025210	ENSMUSP00000076971	ENSMUSP00000060054	0	0	0	0	0.120	0.258	0	0.436	0.600
Arid4a	Smarca4	5021177	5020945	ENSMUSP00000035512	ENSMUSP00000034707	0	0	0	0	0.091	0.365	0	0.364	0.600
Usmg5	Ndufa1	5029742	5016461	ENSMUSP00000093713	ENSMUSP00000016571	0	0	0	0	0.459	0	0	0.290	0.599
H3f3b	H2afj	5031582	5027109	ENSMUSP00000102062	ENSMUSP00000074142	0	0.001	0	0	0.228	0.384	0	0.226	0.599
Eif4a1	Hspa9	5034839	5018181	ENSMUSP00000127034	ENSMUSP00000025217	0	0	0	0	0.191	0.096	0	0.494	0.598
Atp5k	Cox8a	5023828	5022079	ENSMUSP00000051222	ENSMUSP00000040717	0	0	0	0	0.360	0	0	0.398	0.598
Hspa9	Calr	5018181	5015702	ENSMUSP00000025217	ENSMUSP00000003912	0	0	0	0	0.141	0.049	0	0.546	0.597
Iqgap2	Myh9	5026197	5016470	ENSMUSP00000067685	ENSMUSP00000016771	0	0	0	0	0.121	0.354	0	0.348	0.597
Cd63	Hsp90ab1	5031352	5018045	ENSMUSP00000100862	ENSMUSP00000024739	0	0	0	0	0	0	0	0.597	0.597
Cd68	Ly86	5031990	5017331	ENSMUSP00000104294	ENSMUSP00000021860	0	0	0	0	0.418	0	0	0.335	0.596
Aftph	Ccnl1	5021392	5019346	ENSMUSP00000036778	ENSMUSP00000029416	0	0	0	0	0.113	0	0	0.561	0.594
Naa15	Eif3a	5019314	5018416	ENSMUSP00000029303	ENSMUSP00000025955	0	0	0	0	0.594	0	0	0	0.594
Fyb	Apbb1ip	5028981	5016294	ENSMUSP00000087947	ENSMUSP00000014290	0	0	0	0	0.322	0	0	0.425	0.593
Gpx1	Cybb	5028250	5016368	ENSMUSP00000081010	ENSMUSP00000015484	0	0	0	0	0.081	0	0	0.575	0.593
Cd74	Tyrobp	5029925	5020344	ENSMUSP00000095171	ENSMUSP00000032800	0	0	0	0	0.480	0	0	0.250	0.593
Safb2	Hnrnpu	5027255	5023231	ENSMUSP00000074953	ENSMUSP00000047571	0	0	0	0	0.095	0.394	0	0.318	0.593
Supt16	Smarca4	5022348	5020945	ENSMUSP00000042283	ENSMUSP00000034707	0	0	0	0	0.148	0.262	0	0.403	0.592
Chd3	Aff4	5031994	5023869	ENSMUSP00000104301	ENSMUSP00000051479	0	0	0	0	0.058	0.050	0	0.580	0.592
Kmt2e	Nipbl	5029548	5025105	ENSMUSP00000092569	ENSMUSP00000059385	0	0	0	0	0.526	0	0	0.175	0.592
Fcer1g	Cd14	5027898	5024683	ENSMUSP00000078875	ENSMUSP00000056669	0	0	0	0	0.535	0	0	0.158	0.592
Rpl41	Rps16	5036109	5031918	ENSMUSP00000135533	ENSMUSP00000103940	0	0	0	0	0.175	0	0	0.525	0.591
Adam17	Cd9	5026223	5020283	ENSMUSP00000067953	ENSMUSP00000032492	0	0	0	0	0	0.123	0	0.553	0.591
Tyrobp	Cybb	5020344	5016368	ENSMUSP00000032800	ENSMUSP00000015484	0	0	0	0	0.555	0	0	0.118	0.591
Rpl35	Ubb	5028024	5016738	ENSMUSP00000079672	ENSMUSP00000019649	0	0	0	0	0.466	0.263	0	0	0.590
Chd2	Smarca2	5034711	5018387	ENSMUSP00000126352	ENSMUSP00000025862	0	0	0	0.650	0.294	0.357	0	0.409	0.590
Uqcrq	Timm13	5024138	5016914	ENSMUSP00000053145	ENSMUSP00000020440	0	0	0	0	0.369	0	0	0.375	0.589
Selk	Gpx1	5032630	5028250	ENSMUSP00000107887	ENSMUSP00000081010	0	0	0	0	0	0	0	0.588	0.588
Hspa9	Slc25a5	5018181	5016454	ENSMUSP00000025217	ENSMUSP00000016463	0	0	0	0	0.213	0.197	0	0.398	0.586
Nolc1	Ssrp1	5035051	5027581	ENSMUSP00000128331	ENSMUSP00000076971	0	0	0	0	0.206	0.199	0	0.399	0.585
Msn	Myh9	5033503	5016470	ENSMUSP00000113071	ENSMUSP00000016771	0	0	0	0	0.161	0.154	0	0.462	0.585
Ubb	Rps11	5016738	5015656	ENSMUSP00000019649	ENSMUSP00000003521	0	0	0	0	0.268	0.448	0	0.054	0.585
Cxcl2	Socs3	5027242	5025071	ENSMUSP00000074885	ENSMUSP00000059129	0	0	0	0	0.307	0	0	0.426	0.585
Chd3	Supt16	5031994	5022348	ENSMUSP00000104301	ENSMUSP00000042283	0	0	0	0	0.151	0.262	0	0.391	0.585
